class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
non-poisonous,convex,fibrousmooth,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,black,several,woods
non-poisonous,convex,fibrousmooth,gray,no,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses
non-poisonous,convex,fibrousmooth,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,several,woods
non-poisonous,convex,smooth,brown,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses
non-poisonous,bell,smoothcaly,white,bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scatter,meadows
non-poisonous,convex,smoothcaly,red,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,several,woods
non-poisonous,flat,smooth,brown,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,scatter,grasses
non-poisonous,convex,fibrousmooth,red,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,black,solitary,woods
non-poisonous,flat,smoothcaly,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,black,solitary,woods
non-poisonous,convex,smoothcaly,gray,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,several,woods
non-poisonous,convex,smooth,gray,no,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses
non-poisonous,convex,smooth,brown,no,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,scatter,grasses
non-poisonous,convex,fibrousmooth,gray,no,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses
non-poisonous,convex,smooth,gray,no,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses
non-poisonous,convex,smoothcaly,red,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,solitary,woods
non-poisonous,flat,fibrousmooth,gray,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,solitary,woods
non-poisonous,flat,fibrousmooth,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,black,solitary,woods
non-poisonous,convex,fibrousmooth,brown,no,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,scatter,grasses
non-poisonous,flat,smooth,brown,no,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,scatter,grasses
non-poisonous,convex,fibrousmooth,white,no,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,scatter,grasses
non-poisonous,convex,smoothcaly,yellow,bruises,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,scatter,paths
non-poisonous,convex,fibrousmooth,red,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,several,woods
non-poisonous,convex,fibrousmooth,brown,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,scatter,grasses
non-poisonous,convex,smoothcaly,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,several,woods
non-poisonous,flat,fibrousmooth,gray,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,solitary,woods
non-poisonous,convex,fibrousmooth,white,no,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses
non-poisonous,convex,smoothcaly,white,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scatter,meadows
non-poisonous,convex,smooth,brown,no,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,scatter,grasses
non-poisonous,flat,smooth,white,no,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses
non-poisonous,flat,fibrousmooth,brown,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,brown,several,woods
non-poisonous,flat,fibrousmooth,white,no,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,scatter,grasses
non-poisonous,convex,fibrousmooth,gray,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,several,woods
non-poisonous,convex,fibrousmooth,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,solitary,woods
non-poisonous,convex,fibrousmooth,white,no,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses
non-poisonous,convex,smooth,white,bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,meadows
non-poisonous,flat,smooth,gray,no,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,scatter,grasses
poisonous,flat,smoothcaly,brown,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,grasses
non-poisonous,flat,fibrousmooth,gray,no,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,scatter,grasses
non-poisonous,convex,fibrousmooth,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,several,woods
non-poisonous,convex,fibrousmooth,white,no,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,scatter,grasses
non-poisonous,convex,smoothcaly,brown,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,black,several,woods
non-poisonous,convex,smoothcaly,red,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,brown,several,woods
poisonous,flat,smooth,brown,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,several,urban
non-poisonous,flat,smooth,gray,no,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses
non-poisonous,convex,fibrousmooth,gray,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,solitary,woods
non-poisonous,flat,fibrousmooth,gray,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,black,solitary,woods
non-poisonous,convex,fibrousmooth,gray,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,several,woods
non-poisonous,convex,fibrousmooth,gray,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,brown,solitary,woods
non-poisonous,convex,fibrousmooth,brown,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,solitary,woods
poisonous,convex,smooth,white,bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,urban
non-poisonous,convex,smooth,yellow,bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,meadows
non-poisonous,convex,fibrousmooth,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,brown,several,woods
non-poisonous,flat,smoothcaly,brown,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,solitary,woods
non-poisonous,convex,smooth,gray,no,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,scatter,grasses
non-poisonous,convex,smoothcaly,red,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,solitary,woods
non-poisonous,convex,fibrousmooth,gray,no,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,scatter,grasses
non-poisonous,flat,smooth,white,no,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,scatter,grasses
non-poisonous,convex,fibrousmooth,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,several,woods
non-poisonous,flat,fibrousmooth,brown,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,several,woods
non-poisonous,flat,fibrousmooth,gray,no,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,scatter,grasses
non-poisonous,flat,fibrousmooth,gray,no,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,scatter,grasses
non-poisonous,flat,fibrousmooth,brown,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,scatter,grasses
non-poisonous,convex,fibrousmooth,gray,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,solitary,woods
non-poisonous,convex,fibrousmooth,red,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,solitary,woods
poisonous,flat,smoothcaly,brown,bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,scatter,urban
non-poisonous,convex,smoothcaly,gray,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,black,several,woods
non-poisonous,convex,smooth,white,no,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses
non-poisonous,bell,smooth,white,bruises,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,scatter,meadows
non-poisonous,convex,smooth,white,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,scatter,grasses
non-poisonous,flat,fibrousmooth,brown,no,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,scatter,grasses
non-poisonous,convex,smoothcaly,gray,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,solitary,woods
non-poisonous,flat,fibrousmooth,gray,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,woods
non-poisonous,convex,fibrousmooth,gray,no,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,scatter,grasses
poisonous,convex,smooth,white,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,scatter,grasses
non-poisonous,convex,smooth,brown,no,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses
non-poisonous,convex,smoothcaly,gray,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,solitary,woods
non-poisonous,flat,fibrousmooth,gray,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,woods
non-poisonous,convex,smoothcaly,brown,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,several,woods
non-poisonous,convex,fibrousmooth,red,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,solitary,woods
non-poisonous,flat,fibrousmooth,brown,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,solitary,woods
non-poisonous,convex,fibrousmooth,red,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,black,solitary,woods
non-poisonous,flat,fibrousmooth,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,woods
non-poisonous,convex,smoothcaly,red,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,black,solitary,woods
non-poisonous,convex,fibrousmooth,gray,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,black,several,woods
non-poisonous,flat,fibrousmooth,gray,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,woods
non-poisonous,convex,fibrousmooth,red,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,several,woods
non-poisonous,convex,smoothcaly,red,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,several,woods
poisonous,convex,smooth,white,bruises,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,grasses
non-poisonous,convex,fibrousmooth,red,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,several,woods
non-poisonous,convex,smoothcaly,gray,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,woods
non-poisonous,convex,fibrousmooth,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,solitary,woods
non-poisonous,convex,smoothcaly,red,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,solitary,woods
non-poisonous,convex,smoothcaly,gray,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,black,several,woods
non-poisonous,convex,fibrousmooth,gray,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,black,several,woods
non-poisonous,convex,smoothcaly,gray,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,several,woods
non-poisonous,convex,fibrousmooth,red,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,solitary,woods
non-poisonous,flat,smoothcaly,red,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,solitary,woods
non-poisonous,flat,fibrousmooth,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,black,several,woods
non-poisonous,convex,fibrousmooth,brown,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,several,woods
