"","sex","age","student","employed","sleep","courses","studying","gpa","attend","cigarett","coffee","soda","tv","alcohol","dogs","cats","parents","sexual","condoms","accident","speed","physical","intellig","money","car","stress","relaxed","worry","notblue","disturbe","upset","mood","swings","irritate","blue","intell.","money.","car.","stress.","relax.","worry.","notblue.","disturb.","upset.","mood.","swings.","irritat.","blue.","attend.","condom.","speed.","neur","drink"
"147","Female",23,"Full-time","Not employed",8.9,4,9,3,"Always   ",0,8,0,3,0,2,0,"Yes","Yes","Never    ",0,"Sometimes",3,"Strongly Agree   ","Neutral          ","Agree            ","Agree            ","Disagree         ","Agree            ","Neutral          ","Agree            ","Agree            ","Neutral          ","Disagree         ","Agree            ","Neutral          ","Always","Neutral","Often","Often","Often","Often","Neutral","Often","Often","Neutral","Disagree","Often","Neutral","Always","Never","Sometims",35,"No"
"148","Female",20,"Full-time","Part-time   ",5,4,10,2.5,"Always   ",0,1,6,5,2,1,0,"Yes","Yes","Often    ",1,"Often    ",8,"Neutral          ","Strongly Agree   ","Strongly Agree   ","Strongly Agree   ","Neutral          ","Strongly Agree   ","Strongly Agree   ","Neutral          ","Disagree         ","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree         ","Neutral","Always","Always","Always","Neutral","Always","Strongly Disagree","Neutral","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Always","Often","Often",24,"Yes"
"149","Female",20,"Full-time","Part-time   ",9,7,4,3,"Always   ",0,0,4,14,2,2,0,"Yes","Yes","Sometimes",0,"Sometimes",20,"Neutral          ","Disagree         ","Neutral          ","Strongly Agree   ","Disagree         ","Agree            ","Disagree         ","Agree            ","Agree            ","Neutral          ","Neutral          ","Disagree         ","Agree            ","Neutral","Disagree","Neutral","Always","Often","Often","Often","Often","Often","Neutral","Neutral","Disagree","Often","Always","Sometims","Sometims",37,"Yes"
"150","Female",18,"Full-time","Not employed",7,5,11,4,"Always   ",0,0,10,6,0,1,1,"Yes","No ","         ",0,"Sometimes",2,"Agree            ","Disagree         ","Strongly Disagree","Neutral          ","Agree            ","Agree            ","Agree            ","Neutral          ","Agree            ","Neutral          ","Disagree         ","Agree            ","Disagree         ","Often","Disagree","Strongly Disagree","Neutral","Disagree","Often","Disagree","Neutral","Often","Neutral","Disagree","Often","Disagree","Always",NA,"Sometims",29,"No"
"151","Female",18,"Full-time","Not employed",6,5,5,4,"Always   ",0,0,0,30,0,2,0,"Yes","No ","         ",0,"Never    ",0,"Agree            ","Neutral          ","Neutral          ","Agree            ","Agree            ","Agree            ","Neutral          ","Disagree         ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Often","Neutral","Neutral","Often","Disagree","Often","Neutral","Disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Always",NA,"Never",30,"No"
"152","Female",20,"Full-time","Part-time   ",8,5,10,4,"Always   ",0,7,2,10,1,0,0,"Yes","Yes","Often    ",2,"Often    ",7.5,"Agree            ","Agree            ","Agree            ","Agree            ","Agree            ","Agree            ","Agree            ","Neutral          ","Disagree         ","Neutral          ","Disagree         ","Disagree         ","Disagree         ","Often","Often","Often","Often","Disagree","Often","Disagree","Neutral","Disagree","Neutral","Disagree","Disagree","Disagree","Always","Often","Often",26,"Yes"
"153","Female",18,"Full-time","Part-time   ",7,5,20,3.5,"Always   ",0,0,3,5,0,0,0,"Yes","Yes","Always   ",0,"Sometimes",5.5,"Agree            ","Neutral          ","Agree            ","Disagree         ","Agree            ","Neutral          ","Agree            ","Neutral          ","Disagree         ","Agree            ","Neutral          ","Neutral          ","Disagree         ","Often","Neutral","Often","Disagree","Disagree","Neutral","Disagree","Neutral","Disagree","Often","Neutral","Neutral","Disagree","Always","Always","Sometims",26,"No"
"154","Female",18,"Full-time","Part-time   ",8,11,3.5,NA,"Always   ",0,0,1,2.5,0,1,2,"Yes","No ","         ",0,"Sometimes",12.5,"Neutral          ","Disagree         ","Disagree         ","Neutral          ","Neutral          ","Agree            ","Agree            ","Neutral          ","Agree            ","Neutral          ","Disagree         ","Neutral          ","Neutral          ","Neutral","Disagree","Disagree","Neutral","Neutral","Often","Disagree","Neutral","Often","Neutral","Disagree","Neutral","Neutral","Always",NA,"Sometims",30,"No"
"155","Female",18,"Full-time","Not employed",9,4,17.5,3.25,"Always   ",0,1,5,11,0,0,0,"No ","Yes","Often    ",0,"Often    ",5,"Neutral          ","Disagree         ","Strongly Disagree","Neutral          ","Neutral          ","Neutral          ","Agree            ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Neutral","Disagree","Strongly Disagree","Neutral","Neutral","Neutral","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Always","Often","Often",23,"No"
"156","Female",21,"Full-time","Not employed",11,4,12,3.5,"Always   ",0,0,6,30,4,1,0,"Yes","Yes","Never    ",6,"Always   ",0.75,"Neutral          ","Disagree         ","Agree            ","Strongly Disagree","Strongly Agree   ","Strongly Disagree","Agree            ","Strongly Disagree","Strongly Disagree","Disagree         ","Strongly Disagree","Disagree         ","Disagree         ","Neutral","Disagree","Often","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Always","Never","Always",14,"Yes"
"157","Female",20,"Full-time","Not employed",5,6,15,3,"Always   ",0,0,0,5,0,1,0,"Yes","Yes","Always   ",0,"Rarely   ",4.5,"Agree            ","Neutral          ","Agree            ","Neutral          ","Neutral          ","Agree            ","Neutral          ","Disagree         ","Neutral          ","Neutral          ","Disagree         ","Neutral          ","Neutral          ","Often","Neutral","Often","Neutral","Neutral","Often","Neutral","Disagree","Neutral","Neutral","Disagree","Neutral","Neutral","Always","Always","Rarely",29,"No"
"158","Female",65,"Full-time","Not employed",5,3,20,3.75,"Always   ",0,28,2,28,0,1,1,"No ","No ","         ",0,"Sometimes",2,"Agree            ","Disagree         ","Agree            ","Agree            ","Neutral          ","Agree            ","Neutral          ","Disagree         ","Strongly Disagree","Disagree         ","Disagree         ","Disagree         ","Neutral          ","Often","Disagree","Often","Often","Neutral","Often","Neutral","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Neutral","Always",NA,"Sometims",26,"No"
"159","Female",30,"Full-time","Not employed",6,5,30,2.75,"Always   ",0,0,5,4,0,0,1,"No ","   ","         ",1,"Sometimes",0,"Agree            ","Neutral          ","Neutral          ","Disagree         ","Agree            ","Agree            ","Agree            ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Agree            ","Disagree         ","Often","Neutral","Neutral","Disagree","Disagree","Often","Disagree","Neutral","Neutral","Neutral","Neutral","Often","Disagree","Always",NA,"Sometims",28,"No"
"160","Female",18,"Full-time","Part-time   ",6.75,5,14,3.5,"Always   ",0,0,9,4,0,1,0,"Yes","Yes","Never    ",0,"Sometimes",1,"Neutral          ","Neutral          ","Agree            ","Strongly Agree   ","Disagree         ","Strongly Agree   ","Neutral          ","Agree            ","Neutral          ","Neutral          ","Agree            ","Agree            ","Disagree         ","Neutral","Neutral","Often","Always","Often","Always","Neutral","Often","Neutral","Neutral","Often","Often","Disagree","Always","Never","Sometims",37,"No"
"161","Female",19,"Full-time","Full-time   ",7,4,10,4,"Always   ",0,0,2,2,0,0,3,"Yes","Yes","Sometimes",1,"Sometimes",2,"Agree            ","Strongly Disagree","Agree            ","Strongly Agree   ","Strongly Disagree","Strongly Agree   ","Neutral          ","Strongly Agree   ","Agree            ","Agree            ","Neutral          ","Agree            ","Disagree         ","Often","Strongly Disagree","Often","Always","Always","Always","Neutral","Always","Often","Often","Neutral","Often","Disagree","Always","Sometims","Sometims",40,"No"
"162","Female",19,"Full-time","Not employed",7,4,25,3.5,"Always   ",0,3,0,1,12,1,2,"No ","Yes","Often    ",0,"Often    ",3,"Agree            ","Neutral          ","Agree            ","Strongly Agree   ","Agree            ","Disagree         ","Agree            ","Disagree         ","Disagree         ","Agree            ","Agree            ","Agree            ","Disagree         ","Often","Neutral","Often","Always","Disagree","Disagree","Disagree","Disagree","Disagree","Often","Often","Often","Disagree","Always","Often","Often",29,"Yes"
"163","Female",20,"Part-time","Full-time   ",4,2,2,NA,"Always   ",20,1,25,0,6,0,0,"No ","Yes","Always   ",4,"Sometimes",0.5,"Neutral          ","Strongly Disagree","Agree            ","Disagree         ","Agree            ","Agree            ","Neutral          ","Disagree         ","Disagree         ","Neutral          ","Disagree         ","Disagree         ","Neutral          ","Neutral","Strongly Disagree","Often","Disagree","Disagree","Often","Neutral","Disagree","Disagree","Neutral","Disagree","Disagree","Neutral","Always","Always","Sometims",25,"Yes"
"164","Female",19,"Full-time","Full-time   ",7,4,20,4,"Always   ",0,0,7,12,0,1,0,"No ","Yes","Never    ",1,"Often    ",5,"Agree            ","Disagree         ","Agree            ","Disagree         ","Neutral          ","Agree            ","Disagree         ","Disagree         ","Disagree         ","Agree            ","Agree            ","Neutral          ","Disagree         ","Often","Disagree","Often","Disagree","Neutral","Often","Often","Disagree","Disagree","Often","Often","Neutral","Disagree","Always","Never","Often",30,"No"
"165","Female",19,"Full-time","Part-time   ",6,4,10,2.5,"Often    ",0,0,6,10,0,0,0,"No ","Yes","Rarely   ",0,"Never    ",5,"Agree            ","Disagree         ","Neutral          ","Neutral          ","Neutral          ","Strongly Agree   ","Disagree         ","Neutral          ","Neutral          ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Often","Disagree","Neutral","Neutral","Neutral","Always","Often","Neutral","Neutral","Disagree","Disagree","Disagree","Disagree","Often","Rarely","Never",29,"No"
"166","Female",18,"Full-time","Not employed",6.5,5,8,2,"Always   ",0,0,0,2,0,0,0,"No ","Yes","Often    ",1,"Sometimes",12,"Neutral          ","Neutral          ","Agree            ","Strongly Agree   ","Disagree         ","Strongly Agree   ","Neutral          ","Strongly Agree   ","Agree            ","Agree            ","Neutral          ","Agree            ","Neutral          ","Neutral","Neutral","Often","Always","Often","Always","Neutral","Always","Often","Often","Neutral","Often","Neutral","Always","Often","Sometims",40,"No"
"167","Female",22,"Full-time","Full-time   ",7,4,4,3,"Often    ",0,0,12,14,2,0,1,"No ","Yes","Sometimes",1,"Sometimes",4,"Agree            ","Disagree         ","Agree            ","Disagree         ","Neutral          ","Agree            ","Agree            ","Disagree         ","Disagree         ","Neutral          ","Disagree         ","Disagree         ","Neutral          ","Often","Disagree","Often","Disagree","Neutral","Often","Disagree","Disagree","Disagree","Neutral","Disagree","Disagree","Neutral","Often","Sometims","Sometims",25,"Yes"
"168","Female",18,"Full-time","Part-time   ",5,4,4,2.5,"Always   ",0,2,4,5,2,1,0,"Yes","No ","         ",0,"Sometimes",2.4,"Neutral          ","Disagree         ","Agree            ","Strongly Agree   ","Disagree         ","Agree            ","Neutral          ","Disagree         ","Agree            ","Strongly Agree   ","Strongly Agree   ","Agree            ","Neutral          ","Neutral","Disagree","Often","Always","Often","Often","Neutral","Disagree","Often","Always","Always","Often","Neutral","Always",NA,"Sometims",39,"Yes"
"169","Female",19,"Full-time","Part-time   ",5,4,6,3.5,"Always   ",0,0,0,1,0,0,0,"Yes","   ","         ",1,"Sometimes",5,"Strongly Agree   ","Agree            ","Strongly Agree   ","Agree            ","Disagree         ","Strongly Agree   ","Strongly Agree   ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Always","Often","Always","Often","Often","Always","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Always",NA,"Sometims",26,"No"
"170","Female",18,"Full-time","Part-time   ",8,5,2.5,3,"Always   ",0,0,0,3.5,1,0,0,"No ","No ","         ",0,"Never    ",2.5,"Agree            ","Neutral          ","Disagree         ","Neutral          ","Neutral          ","Agree            ","Disagree         ","Agree            ","Neutral          ","Neutral          ","Neutral          ","Agree            ","Agree            ","Often","Neutral","Disagree","Neutral","Neutral","Often","Often","Often","Neutral","Neutral","Neutral","Often","Often","Always",NA,"Never",35,"Yes"
"171","Female",19,"Full-time","Part-time   ",5,4,5,2,"Often    ",0,0,3,4,0,2,0,"Yes","Yes","Often    ",0,"Rarely   ",0,"Neutral          ","Strongly Disagree","Strongly Disagree","Neutral          ","Agree            ","Neutral          ","Agree            ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Neutral","Strongly Disagree","Strongly Disagree","Neutral","Disagree","Neutral","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Often","Often","Rarely",22,"No"
"172","Female",18,"Full-time","Not employed",6.5,5,2,2.5,"Always   ",0,0,3,1,0,1,0,"Yes","Yes","Never    ",1,"Rarely   ",1,"Agree            ","Neutral          ","Disagree         ","Disagree         ","Agree            ","Neutral          ","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral          ","Strongly Disagree","Strongly Agree   ","Disagree         ","Often","Neutral","Disagree","Disagree","Disagree","Neutral","Always","Strongly Disagree","Strongly Disagree","Neutral","Strongly Disagree","Always","Disagree","Always","Never","Rarely",25,"No"
